id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03108000590,108/12/24,新竹縣新豐鄉公所,108年春安工作會報活動,108/01/11,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣新豐鄉公所推行社運工作補助款補助要點,田鼎睿,新竹縣新豐鄉民代表會,新豐鄉鄉民代表會主席,新竹縣新豐鄉義警民防協會,10600377,田鼎睿,關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人
AA03108000630,108/12/27,新竹縣芎林鄉公所,長青學苑花部技藝班員聯誼參訪暨國民年金宣導活動(1090104辦理),108/12/26,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,彭信康,新竹縣芎林鄉民代表會,鄉代會副主席,新竹縣芎林鄉上山社區發展協會,98638264,楊秋賢,關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事
AA03108000640,108/12/30,彰化縣芳苑鄉公所,108年度芳苑鄉水利及道路設施改善工程(開口契約),108/12/25,公職人員之關係人,"1,614,330",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第18條第2項,林冬戶,彰化縣芳苑鄉民代表會,代表,巨安營造有限公司,12743484,林楷恩,關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；子；林楷恩 擔任：負責人
AA03108000650,108/12/30,臺東縣池上鄉公所,認證池上特等米1.5公斤,108/11/15,公職人員之關係人,"62,000",第2款：依法令規定經由公平競爭方式，以公告程序辦理之採購、標售、標租或招標設定用益物權。,政府採購法,林文雄,臺東縣池上鄉民代表會,代表,台東縣池上鄉農會,,,關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事
AA03108000660,108/12/30,臺東縣池上鄉公所,池上特等米1.5公斤採購案,108/12/30,公職人員之關係人,"75,500",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法,林文雄,臺東縣池上鄉民代表會,代表,台東縣池上鄉農會,12083595,游玉櫻,關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事
AA03108000670,108/12/30,經濟部,109年度科技專案制度評鑑(含追蹤評鑑)及學界科專成效評估計畫(第2期/共4期),108/12/02,公職人員之關係人,"7,960,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法22條1項7款,賴士葆,立法院,立法委員,社團法人中華民國管理科學學會,,,關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：常務理事
AA03108000680,108/12/30,新竹縣湖口鄉公所,1/5辦理第四屆第四次會員大會暨冬季居家保健講座活動,109/01/05,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉藝文協會,09833428,袁美雲,關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人
AA03108000690,108/12/30,新竹縣湖口鄉公所,1/12辦理會員大會暨電子耳鏡檢查活動,109/01/12,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉湖鏡社區發展協會,78026815,袁美雲,關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人
AA03108000701,108/12/30,新竹縣湖口鄉公所,1/4辦理活躍老化健康講座暨慶生聯誼活動,109/01/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉鳳凰社區發展協會,31473025,孫足,關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事
AA03108000710,108/12/30,新竹縣湖口鄉公所,1/1辦理慶祝109年元旦升旗典禮暨健康講座宣導活動,109/01/01,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,中華民國退伍軍人協會直屬第八聯會,15579084,王志豪,關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事
