id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03108000680,108/12/30,新竹縣湖口鄉公所,1/5辦理第四屆第四次會員大會暨冬季居家保健講座活動,109/01/05,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉藝文協會,09833428,袁美雲,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03108000690,108/12/30,新竹縣湖口鄉公所,1/12辦理會員大會暨電子耳鏡檢查活動,109/01/12,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉湖鏡社區發展協會,78026815,袁美雲,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03108000701,108/12/30,新竹縣湖口鄉公所,1/4辦理活躍老化健康講座暨慶生聯誼活動,109/01/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉鳳凰社區發展協會,31473025,孫足,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03108000710,108/12/30,新竹縣湖口鄉公所,1/1辦理慶祝109年元旦升旗典禮暨健康講座宣導活動,109/01/01,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,中華民國退伍軍人協會直屬第八聯會,15579084,王志豪,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109000014,109/01/02,新竹縣湖口鄉公所,1/4辦理寒冬送暖暨資源回收分類宣導活動,109/01/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣慈雲觀世音協會,26577507,林達賢,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；兄妹；戴玉英 擔任 相類似職務：理事"
AA03109000032,109/01/02,新竹縣湖口鄉公所,1/12辦理清淨家園大掃除暨垃圾分類宣導活動,109/01/12,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉鳳凰社區發展協會,31473025,孫足,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109000141,109/01/08,新竹縣湖口鄉公所,1/12辦理第五屆第三次會員大會及表揚優良志工、家戶守望相助暨資源回收分類宣導活動,109/01/12,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,吳德富,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉博愛志工協會,14307311,劉幼妹,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；楊秀容 擔任 相類似職務：常務理事"
AA03109000311,109/01/10,新竹縣湖口鄉公所,1/10辦理寒冬送暖暨垃圾分類宣導活動,109/01/10,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉交通志工服務協會,26599468,戴貴香,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；妹妹；戴玉英"
AA03109000321,109/01/10,新竹縣湖口鄉公所,1/17-4/17辦理肚皮舞教學研習暨健康宣導活動,109/01/17,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉鳳凰社區發展協會,31473025,孫足,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109000331,109/01/10,新竹縣湖口鄉公所,1/19辦理年終工作檢討暨冬季居家安全健康講座活動,109/01/19,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,中華民國退伍軍人協會直屬第八聯會,15579084,王志豪,"關係人屬：非法人團體，係由 ： 公職人員本人"
AA03109000460,109/01/16,新竹縣湖口鄉公所,1/22辦理第三屆第三次會員大會暨垃圾分類宣導活動,109/01/22,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉勝利健康活力促進協會,34917889,袁寒雲,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；弟弟；雲寒雲 擔任：負責人"
AA03109000480,109/01/16,新竹縣湖口鄉公所,2/16辦理109年度會員大會暨環境保護、防災安全講習活動,109/02/16,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,袁美雲,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉關懷鄉親協會,83808424,袁美雲,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109000490,109/01/17,新竹縣湖口鄉公所,109年度春安工作檢討會,109/02/28,公職人員之關係人,"13,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,吳德富,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉新工義警民防協會,10694901,吳淑君,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：分隊長"
AA03109000660,109/01/31,新竹縣湖口鄉公所,3/4-5/27辦理土風舞班教學研習活動,109/03/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,戴貴香,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉鳳凰社區發展協會,31473025,孫足,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109000750,109/02/05,新竹縣湖口鄉公所,3/14辦理第三屆第一次會員大會暨節能減碳宣導活動,109/03/14,公職人員之關係人,"15,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣湖口鄉公所補助社會運動經費申請審核作業規定,吳德富,新竹縣湖口鄉民代表會,鄉民代表,新竹縣湖口鄉擴大工業區福德發展協會,31799331,徐立添,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事"
