id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109006450,109/10/05,臺南市政府,中華民國獨輪車協會109年度第九屆全國獨輪車錦標賽,109/09/11,公職人員之關係人,"150,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府教育局對民間團體及個人補(捐助)作業規範第四點補(捐助)標準規定,劉米山,臺南市議會,議員,中華民國獨輪車協會,36760503,劉米山,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110002061,110/03/24,臺南市政府,濟安宮新年祈福暨彩繪燈籠活動,110/03/17,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,市議員,濟安宮,72190198,蔡育輝,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03110002901,110/04/16,臺南市政府,110年臺南市巧固球C級教練研習,110/03/10,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府教育局對民間團體及個人補(捐助)作業規範第四點補(捐助)標準規定,李宗翰,臺南市議會,議員,臺南市體育總會(巧固球委員會),36774844,吳志祥,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
AA03110003490,110/04/30,臺南市政府,110年慶祝玄天上帝聖誕防疫宣導暨減香減燒金紙講座,110/04/23,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,議員,意慈宮,15562485,蔡崇名,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；兄弟；蔡崇名 擔任：負責人"
AA03110005501,110/09/03,臺南市政府,中元普渡,110/08/30,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,議員,濟安宮,72190198,蔡育輝,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03110007780,110/12/15,臺南市政府,110年順府千歲聖誕廟慶暨優質宗教文化講座,110/12/07,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,市議員,意慈宮,15562485,蔡崇名,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；兄弟；蔡崇名"
AA03111003411,111/04/18,臺南市政府,111年慶祝玄天上帝聖誕防疫宣導暨減香、減燒金紙講座,111/04/07,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,議員,意慈宮,15562485,蔡崇名,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；兄弟；蔡崇名 擔任：負責人"
AA03111004780,111/07/05,臺南市政府,111年臺南市巧固球C級教練研習,111/04/29,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市體育處補助社會體育團體辦理各項體育比賽、講習活動及國際賽會、專案活動作業規範暨考核要點第三點,李宗翰,臺南市議會,議員,臺南市體育總會(巧固球委員會),36774844,黃安廷,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
AA03111005091,111/07/12,臺南市政府,臺南市新營區濟安宮111年(中秋博狀元餅)廟宇觀光行銷活動,111/06/30,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府觀光旅遊局對民間團體補助作業規範第四點,蔡育輝,臺南市議會,議員,濟安宮,72190198,蔡育輝,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111005490,111/08/02,臺南市政府,中元普渡活動,111/07/25,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,市議員,濟安宮,72190198,蔡育輝,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111005950,111/08/24,臺南市政府民政局,中秋博狀元餅廟宇觀光行銷活動,111/08/22,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺南市政府輔導宗教團體興辦公益慈善及社會教化事業補助作業要點第3點,蔡育輝,臺南市議會,市議員,濟安宮,72190198,蔡育輝,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
