id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109000151,109/01/10,屏東縣高樹鄉公所,108新豐村小型零星工程,108/10/04,公職人員之關係人,"362,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109000161,109/01/10,屏東縣高樹鄉公所,108高樹鄉源泉村排水改善工程,108/12/05,公職人員之關係人,"1,646,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第18條、第19條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109000171,109/01/10,屏東縣高樹鄉公所,108高樹鄉舊庄田子等村小型零星工程,108/12/05,公職人員之關係人,"1,106,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第18條、第19條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109000180,109/01/10,屏東縣高樹鄉公所,108新南村南貫路等道路改善工程,108/12/19,公職人員之關係人,"335,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109000190,109/01/10,屏東縣高樹鄉公所,108年長榮村東隆宮附近農路改善工程,108/12/19,公職人員之關係人,"293,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109003850,109/06/11,屏東縣高樹鄉公所,108舊寮司馬道路駁坎改善工程,109/01/21,公職人員之關係人,"526,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據採購法49條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109003860,109/06/11,屏東縣高樹鄉公所,108舊寮地區農路排水改善工程,109/01/21,公職人員之關係人,"420,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據採購法49條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109003870,109/06/11,屏東縣高樹鄉公所,109高樹新豐地區公共設施環境維護工程(開口契約),109/03/10,公職人員之關係人,"866,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據採購法49條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109003890,109/06/11,屏東縣高樹鄉公所,109高樹鄉道路管理維護工程(開口契約),109/04/28,公職人員之關係人,"892,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據政府採購法49條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109003900,109/06/11,屏東縣高樹鄉公所,109高樹鄉舊寮村農田排水改善等工程,109/04/28,公職人員之關係人,"1,196,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據政府採購法19條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財"
AA03109003910,109/06/11,屏東縣高樹鄉公所,109泰山地區等排水溝清理工程,109/05/12,公職人員之關係人,"686,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據政府採購法49條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03109003920,109/06/11,屏東縣高樹鄉公所,109高樹鄉廣福村6-1線農田排水改善工程,109/05/12,公職人員之關係人,"1,225,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,依據政府採購法19條辦理,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110000122,110/01/08,屏東縣高樹鄉公所,109高樹鄉廣福村興農路周邊排水改善工程,109/12/08,公職人員之關係人,"896,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ："
AA03110000132,110/01/08,屏東縣高樹鄉公所,109新南村農路排水改善工程,109/09/08,公職人員之關係人,"1,326,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法45條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110000141,110/01/08,屏東縣高樹鄉公所,109新豐村泰和路周邊農田排水,109/09/30,公職人員之關係人,"576,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110000151,110/01/08,屏東縣高樹鄉公所,109年舊寮村農田排水改善等零星工程,109/11/03,公職人員之關係人,"678,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110000161,110/01/08,屏東縣高樹鄉公所,109高樹鄉南華村大路關巷道路及排水改善工程,109/11/24,公職人員之關係人,"706,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110000171,110/01/08,屏東縣高樹鄉公所,高樹村內公共設施環境維護,109/07/20,公職人員之關係人,"36,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣高樹鄉公所對民間團體補助經費作業要點第五條第一項,陳進榮,屏東縣高樹鄉民代表會,代表,屏東縣高樹鄉高樹社區發展協會,87904285,蘇素英,"關係人屬：非營利法人，係由 ： 公職人員之配偶或共同生活之家屬；蘇素英 擔任 相類似職務：代表人"
AA03110000190,110/01/08,屏東縣高樹鄉公所,高樹鄉內公共設施環境維護,110/01/05,公職人員之關係人,"36,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣高樹鄉公所對民間團體補助經費作業要點第五條第一項,陳進榮,屏東縣高樹鄉民代表會,代表,屏東縣高樹鄉高樹社區發展協會,87904285,蘇素英,"關係人屬：非營利法人，係由 ： 公職人員之配偶或共同生活之家屬；蘇素英 擔任 相類似職務：代表人"
AA03110004990,110/08/09,屏東縣高樹鄉公所,109高樹鄉源泉村路面及排水改善工程,110/02/18,公職人員之關係人,"788,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110005000,110/08/09,屏東縣高樹鄉公所,110高樹鄉道路管理維護工程(開口契約),110/04/29,公職人員之關係人,"905,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110005015,110/08/09,屏東縣高樹鄉公所,高樹鄉長榮村東隆宮旁農田排水改善工程,110/03/03,公職人員之關係人,"335,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110005023,110/08/09,屏東縣高樹鄉公所,110高樹鄉新豐地區公共設施環境維護工程(開口契約),110/04/13,公職人員之關係人,"1,350,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第18條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110005032,110/08/09,屏東縣高樹鄉公所,110泰山地區等排水溝清理工程,110/06/03,公職人員之關係人,"646,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110005042,110/08/09,屏東縣高樹鄉公所,110年菜寮村大埔巷過路箱涵等相關工程,110/06/17,公職人員之關係人,"526,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第49條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03110005051,110/08/09,屏東縣高樹鄉公所,110年高樹鄉新豐地區排水改善等零星工程,110/07/29,公職人員之關係人,"1,136,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第18條,陳美棉,屏東縣高樹鄉民代表會,副主席,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財"
AA03111002001,111/03/01,屏東縣高樹鄉公所,110高樹鄉源泉及建興村農田排水等改善工程,110/09/15,公職人員之關係人,"583,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法49條,陳美棉,屏東縣高樹鄉民代表會,代表,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03111002015,111/03/01,屏東縣高樹鄉公所,110高樹源泉建興部分排水巷道改善工程,110/12/09,公職人員之關係人,"1,188,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第18條,陳美棉,屏東縣高樹鄉民代表會,代表,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03111002023,111/03/01,屏東縣高樹鄉公所,110高樹鄉泰山村農路改善工程,110/12/14,公職人員之關係人,"1,316,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,採購法第18條,陳美棉,屏東縣高樹鄉民代表會,代表,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03111002032,111/03/01,屏東縣高樹鄉公所,(110年9月燦樹颱風)高樹鄉舊庄村埔羌溪支線災後復建工程,111/01/27,公職人員之關係人,"1,020,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法第18條,陳美棉,屏東縣高樹鄉民代表會,代表,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
AA03111002042,111/03/01,屏東縣高樹鄉公所,111高樹社區維護管理計畫,111/01/01,公職人員之關係人,"96,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,依屏東縣高樹鄉公所對民間團體補助經費作業要點,陳進榮,屏東縣高樹鄉民代表會,鄉民代表,高樹社區發展協會,87904285,蘇素英,"關係人屬：非營利法人，係由 ： 公職人員之配偶或共同生活之家屬；蘇素英 擔任：負責人"
AA03111006371,111/09/07,屏東縣高樹鄉公所,東振村火化場後方農田排水護岸改善工程,111/04/19,公職人員之關係人,"1,015,000",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法,陳美棉,屏東縣高樹鄉民代表會,民意代表,壯財土木包工業,17501984,呂發財,"關係人屬：營利事業，係由 ： 公職人員之配偶或共同生活之家屬；呂發財 擔任：負責人"
