id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03108000650,108/12/30,臺東縣池上鄉公所,認證池上特等米1.5公斤,108/11/15,公職人員之關係人,"62,000",第2款：依法令規定經由公平競爭方式，以公告程序辦理之採購、標售、標租或招標設定用益物權。,政府採購法,林文雄,臺東縣池上鄉民代表會,代表,台東縣池上鄉農會,,,"關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03108000660,108/12/30,臺東縣池上鄉公所,池上特等米1.5公斤採購案,108/12/30,公職人員之關係人,"75,500",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,政府採購法,林文雄,臺東縣池上鄉民代表會,代表,台東縣池上鄉農會,12083595,游玉櫻,"關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109003032,109/04/21,臺東縣池上鄉公所,新興家政班109年度「手工拼布研習」活動,109/03/18,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺東縣池上鄉公所補助及捐助作業要點第二點第一項、第三項及第三點第一項、第二項第2款第1目,林文雄,臺東縣池上鄉民代表會,代表,臺東縣池上鄉農會,93080909,游玉櫻,"關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109003041,109/05/07,臺東縣池上鄉公所,大坡池風景區農特市集招商活動,109/01/23,公職人員之關係人,"9,000",第2款：依法令規定經由公平競爭方式，以公告程序辦理之採購、標售、標租或招標設定用益物權。,臺東縣池上鄉大坡池風景區管理規約第五條第一項,林文雄,臺東縣池上鄉民代表會,代表,,,,公職人員之二親等以內親屬。稱謂：子女
AA03109004041,109/06/16,臺東縣池上鄉公所,池上特等米1.5公斤採購案,109/05/28,公職人員本人,"30,000",第2款：依法令規定經由公平競爭方式，以公告程序辦理之採購、標售、標租或招標設定用益物權。,政府採購法,林文雄,臺東縣池上鄉民代表會,代表,,,,
AA03109004660,109/07/14,臺東縣池上鄉公所,109年國標舞蹈研習暨成果發表,109/07/13,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,"臺東縣池上鄉公所補助及捐助要點第二點第一項、第三項及第三點第一項、第二項第2 款第1 目",江鑫貴,臺東縣池上鄉民代表會,主席,臺東縣池上鄉社交舞發展協會,99508330,邱烈貞,"關係人屬：非營利法人，係由 ： 公職人員之配偶或共同生活之家屬；邱烈貞 擔任 相類似職務：會長"
AA03109005431,109/08/13,臺東縣池上鄉公所,池上特等米1.5公斤採購案,109/08/11,公職人員之關係人,"80,000",第2款：依法令規定經由公平競爭方式，以公告程序辦理之採購、標售、標租或招標設定用益物權。,政府採購法,江鑫貴,臺東縣池上鄉民代表會,主席,台東縣池上鄉農會,12083595,游玉櫻,"關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109005830,109/09/01,臺東縣池上鄉公所,池上鄉109年第1期作稻米品質競賽活動餐費,109/08/05,公職人員之關係人,"20,000",第2款：依法令規定經由公平競爭方式，以公告程序辦理之採購、標售、標租或招標設定用益物權。,中央機關未達公告金額採購招標辦法第5條,林文雄,臺東縣池上鄉民代表會,代表,池農田媽媽養生美食餐坊,29452452,游玉櫻,"關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109006261,109/09/17,臺東縣池上鄉公所,109年度文化學習活動,109/09/16,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺東縣池上鄉公所補助及捐助要點第二條第一項、第三項及第三條第一項、第二項第2款第1目,江鑫貴,臺東縣池上鄉民代表會,主席,,,,"關係人屬：非營利法人，係由 ： 公職人員之配偶或共同生活之家屬；邱烈貞 擔任：負責人"
AA03109008480,109/12/03,臺東縣池上鄉公所,109年度福原家政一班拼布兩用包研習,109/11/30,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,臺東縣池上鄉公所補助及捐助要點第二點第一項、第三項及第三點第一項、第二項第2款第1目,林文雄,臺東縣池上鄉民代表會,代表,台東縣池上鄉農會,93080909,游玉櫻,"關係人屬：營利事業，係由 ： 公職人員本人 擔任 相類似職務：理事"
