id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109001390,109/02/17,南投縣政府,108年度農曆春節關懷弱勢家庭促進社會參與服務計畫補助辦理歲末送暖讓愛飛揚活動,108/01/11,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,社會救助法第15條之2,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109001401,109/02/17,南投縣政府,108年南投縣秋節關懷弱勢家庭月圓人圓、傳遞溫情計畫,108/09/06,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,社會救助法第15條之2,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109001411,109/02/17,南投縣政府,108年粽心傳愛，共度端午端午節關懷弱勢民眾活動,108/05/21,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,社會救助法第15條之2,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109001511,109/02/20,南投縣政府,2019年性平好站-名集站,108/05/03,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,南投縣各級人民團體申請補助處理要點第3點,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109001521,109/02/20,南投縣政府,show出我的性平故事,108/04/22,公職人員之關係人,"99,700",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,南投縣各級人民團體申請補助處理要點第3點,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109003023,109/04/21,南投縣政府,長期照顧十年計畫2.0-交通接送服務,108/09/04,公職人員之關係人,"417,841",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長期照顧服務法,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109003051,109/04/21,南投縣政府,108年度特約長期照顧服務-居家服務,108/01/08,公職人員之關係人,"985,521",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長期照顧服務法,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會附設私立左岸居家長照機構,82590994,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109003521,109/05/22,南投縣政府,109年春節關懷弱勢民眾「踢出夢想世界」社會參與活動計畫,109/04/28,公職人員之關係人,"56,008",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,社會救助法第15條之2,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；姊妹；賴燕玉 擔任：負責人"
AA03109003570,109/05/26,南投縣政府,我愛媽咪-發票換康乃馨氣球,109/05/07,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,南投縣各級人民團體申請補助處理要點第3點,張嘉哲,南投縣議會,議員,南投縣水牛網球推廣協會,47225732,張嘉哲,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109003680,109/06/02,南投縣政府,109年長照2.0-營養餐飲服務計畫,109/05/28,公職人員之關係人,"100,711",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長照服務發展基金109年度一般性獎助計畫經費申請獎助項目,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕玉,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；姊妹；賴燕玉 擔任：負責人"
AA03109004421,109/07/03,南投縣政府,109年長照2.0-營養餐飲服務計畫,109/06/30,公職人員之關係人,"91,269",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長照服務發展基金109年度一般性獎助計畫經費申請獎助項目及基準,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕玉,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；姊妹；賴燕玉 擔任 相類似職務：理事長"
AA03109004930,109/07/24,南投縣政府,109年長照2.0-營養餐飲服務計畫,109/07/21,公職人員之關係人,"107,691",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長照服務發展基金109年度一般性獎助計畫經費申請獎助項目及基準,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕玉,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；姊妹；賴燕玉 擔任：負責人"
AA03109005820,109/08/31,南投縣政府,109年長照2.0-營養餐飲服務計畫,109/08/27,公職人員之關係人,"117,854",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長照服務發展基金109年度一般性獎助計畫經費申請獎助項目及基準,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕玉,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；賴燕玉；姊妹 擔任：負責人"
AA03109006180,109/09/17,南投縣政府,109年長照2.0-營養餐飲服務計畫,109/09/14,公職人員之關係人,"122,964",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,長照服務發展基金109年度一般性獎助計畫經費申請獎助項目及基準,賴燕雪,南投縣議會,議員,社團法人南投縣左岸成長學苑關懷協會,39685281,賴燕玉,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；姊妹；賴燕玉 擔任：負責人"
AA03109006920,109/10/19,南投縣政府,109年南投縣端午節關懷弱勢家庭促進社會參與「粽心傳愛，共度端午」活動計畫,109/09/29,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,社會救助法第15條之2,賴燕雪,南投縣議會,議員,南投縣左岸成長學苑關懷協會,39685281,賴燕雪,"關係人屬：非營利法人，係由 ： 公職人員二親等以內親屬；賴燕玉；姊妹 擔任：負責人"
