id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109005720,109/08/24,桃園市政府社會局,青少年犯罪防治暨婦女福利宣導,109/08/21,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109005730,109/08/24,桃園市政府社會局,青少年福利暨防詐騙宣導,109/08/21,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區自行車運動協會,37961562,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109006071,109/09/10,桃園市政府社會局,家庭暴力與性侵害等防治宣導,109/09/07,公職人員之關係人,"90,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,八德區運動休閒成長協會,41158264,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109006421,109/09/30,桃園市政府社會局,家庭暴力與性侵害等防治宣導活動,109/09/26,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市幸福運動協會,8227808,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109006880,109/10/15,桃園市政府社會局,青少年福利犯罪防治暨防詐騙宣導活動,109/10/14,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區呂姓宗親會,26600887,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109006960,109/10/17,桃園市政府社會局,109年夏季戶外觀摩研習暨老人福利、交通安全宣導,109/07/27,公職人員本人,"500,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點,呂林小鳳,桃園市議會,議員,,,,
AA03109006970,109/10/17,桃園市政府社會局,九九重陽敬老暨老人福利宣導,109/10/12,公職人員之關係人,"300,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點,呂林小鳳,桃園市議會,議員,桃園市八德長青會,50709893,呂邱葉,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109007212,109/10/19,桃園市政府社會局,性侵害防治宣導活動,109/10/14,公職人員之關係人,"110,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,段樹文,桃園市議會,議員,桃園市龍友愛心關懷協會,09858047,段樹文,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109007241,109/10/19,桃園市政府社會局,家庭暴力與性侵害等防治宣導,109/10/14,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區自行車運動協會,37961562,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109007251,109/10/19,桃園市政府社會局,婦女福利人身安全宣導,109/10/14,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區廣興土風協會,41049180,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008023,109/11/17,桃園市政府社會局,婦女人身安全暨老人福利宣導,109/11/12,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區運動休閒成長協會,411528264,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008032,109/11/17,桃園市政府社會局,社會福利與家庭安全宣導,109/11/12,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市廣隆歌唱協會,87364484,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008113,109/11/18,桃園市政府社會局,辦理「兒童少年福利宣導」活動,109/11/13,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,段樹文,桃園市議會,議員,桃園市八德區大湳形象商圈發展協會,72617829,段樹文,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008122,109/11/18,桃園市政府社會局,社會福利與家庭安全宣導,109/11/12,公職人員之關係人,"90,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市健康熱情舞蹈協會,85356142,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008171,109/11/19,桃園市政府社會局,交通安全暨婦女福利人身安全宣導活動,109/11/16,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區舞蹈協會,83319880,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008521,109/12/03,桃園市政府社會局,婦女人身安全暨老人福利宣導,109/11/30,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市幸福運動協會,8227808,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008531,109/12/03,桃園市政府社會局,109年度桌球友誼賽暨婦女人身安全宣導,109/11/30,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008540,109/12/03,桃園市政府社會局,兒少福利宣導活動,109/11/30,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市高明舞蹈協會,50637456,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008560,109/12/04,桃園市政府社會局,109年冬季戶外觀摩研習暨防詐騙宣導,109/12/01,公職人員之關係人,"400,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點,呂林小鳳,桃園市政府社會局,市議員,桃園市八德區長青會,50709893,呂邱葉,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：經理人"
AA03109008890,109/12/17,桃園市政府社會局,慶祝耶誕節(花漾耶誕)暨婦女福利宣導,109/11/30,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109008900,109/12/17,桃園市政府社會局,109年度績優社區觀摩活動,109/11/30,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109009032,109/12/23,桃園市八德區公所,奇珍藝寶數不完,109/12/03,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府各區公所補助小型藝文活動計畫,朱珍瑤,桃園市議會,議員,桃園市珍珠粉社區照護暨婦幼關懷協會,85301007,朱珍瑤,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109009161,109/12/28,桃園市政府社會局,關懷高風險家庭社會福利政策宣導,109/12/23,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市大和關懷促進協會,31527079,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109009171,109/12/28,桃園市政府社會局,桃園市龍友愛心關懷協會性侵害防治教育宣導活動,109/12/23,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,推展社會福利服務補助要點第34點規定,段樹文,桃園市議會,議員,桃園市龍友愛心關懷協會,09858047,段樹文,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110002811,110/04/13,桃園市政府社會局,尊重生命反酒駕暨婦女福利人身安全宣導,110/04/09,公職人員之關係人,"70,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區舞蹈協會,83319880,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110003042,110/04/19,桃園市政府社會局,家庭暴力與性侵害等防治宣導,110/04/14,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區廣興土風舞協會,41049180,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110003680,110/05/13,桃園市政府社會局,兒童少年福利宣導,110/05/03,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,段樹文,桃園市議會,市議員,桃園市八德區大湳形象商圈發展協會,72617829,段樹文,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110004122,110/05/13,桃園市政府社會局,青少年犯罪防治暨婦女福利宣導,110/05/07,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110004290,110/05/18,桃園市政府社會局,老人福利宣導活動,110/05/13,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市高明舞蹈協會,50637456,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110004380,110/05/21,桃園市政府社會局,老人福利三大主軸宣導活動,110/05/14,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,市議員,桃園市陽光活化人生發展協會,66971337,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110005105,110/08/17,桃園市八德區公所,2021八德元宵既祈龜文化薪傳推廣活動,110/02/26,公職人員之關係人,"900,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,公職人員利益衝突迴避法第14條第1項,呂林小鳳,桃園市議會,議員,桃園市台灣人民俗文化協會,,鄧旭東,"關係人屬：非營利法人，係由 ： 公職人員本人"
AA03110005113,110/08/17,桃園市八德區公所,隨手拍手機攝影美學,110/06/21,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府各區公所補助小型藝文活動計畫,朱珍瑤,桃園市議會,議員,桃園市珍珠粉社區照護暨婦幼關懷協會,,朱珍瑤,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110006541,110/10/29,桃園市政府社會局,兒童少年福利宣導,110/10/28,公職人員之關係人,"96,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,段樹文,桃園市議會,市議員,桃園市八德區大湳形象商圈發展協會,72617829,段樹文,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007421,110/12/02,桃園市政府社會局,交通安全暨婦女福利人身安全宣導,110/11/30,公職人員之關係人,"70,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區舞蹈協會,83319880,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007431,110/12/02,桃園市政府社會局,婦女人身安全暨防詐騙宣導,110/11/30,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市健康熱情舞蹈協會,8536142,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007441,110/12/02,桃園市政府社會局,只要青春活力不要毒暨老人福利宣導,110/11/30,公職人員之關係人,"90,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區邱姓宗親會,31634346,邱清寬,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03110007451,110/12/06,桃園市政府社會局,"110.11.28 辦理婦女福利暨防詐宣導活動",110/12/03,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市廣隆歌唱協會,85356142,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007470,110/12/07,桃園市政府社會局,青少年福利犯罪防治暨防詐騙宣導活動,110/12/03,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區呂姓宗親會,26600887,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007480,110/12/07,桃園市政府社會局,婦女人身安全暨老人福利宣導,110/12/03,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市幸福運動協會,8227808,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007490,110/12/07,桃園市政府社會局,家庭暴力與性侵害等防治宣導,110/12/03,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區林姓宗親會,10691427,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03110007501,110/12/07,桃園市政府社會局,110年度桌球友誼賽暨老人福利宣導,110/12/03,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007521,110/12/07,桃園市政府社會局,"110.12.4 辦理婦女福利暨人身安全宣導",110/12/03,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市元德志工協會,87528310,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007701,110/12/13,桃園市政府社會局,舞動興仁、青春無敵,110/11/09,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第35點規定,呂林小鳳,桃園市議會,議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007711,110/12/13,桃園市政府社會局,110年度績優社區觀摩活動,110/11/22,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第35點規定,呂林小鳳,桃園市議會,議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110008105,110/12/29,桃園市政府社會局,兒少社會福利宣導活動,110/12/28,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市高明舞蹈協會,50637456,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110008151,110/12/30,桃園市政府社會局,婦女人身安全暨老人福利宣導,110/12/29,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區廣興土風舞協會,41049180,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111000451,111/01/10,桃園市政府社會局,辦理婦女人身安全暨老人福利宣導,110/12/29,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市八德社會服務志工協會,87334193,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111000470,111/01/13,桃園市政府社會局,"110.12.12 辦理關懷高風險家庭社會福利政策宣導",110/12/29,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第34點規定,呂林小鳳,桃園市議會,議員,桃園市大和關懷促進協會,31527079,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111000840,111/01/14,桃園市政府社會局,老人福利宣導暨關懷獨居老人,111/01/11,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區林姓宗親會,10691427,林坤煌,"關係人屬：非法人團體，係由 ：  擔任 相類似職務：常務監事"
AA03111000980,111/01/19,桃園市八德區公所,2021寶仁寺觀音佛祖慶典文化薪傳推廣活動,110/09/21,公職人員之關係人,"900,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市各區公所補助小型藝文活動計畫第五點,呂林小鳳,桃園市議會,議員,桃園市八德區社會服務推展協會,10028148,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111000990,111/01/19,桃園市八德區公所,親子手作-酒瓶小夜燈,110/10/31,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市各區公所補助小型藝文活動計畫,朱珍瑤,桃園市議會,議員,桃園市珍珠粉社區照護暨婦幼關懷協會,,朱珍瑤,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111001001,111/01/19,桃園市八德區公所,聖誕就是瑤在一起,110/12/12,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市各區公所補助小型藝文活動計畫第五點,朱珍瑤,桃園市議會,議員,,,,
AA03111001051,111/01/20,桃園市政府社會局,慶祝耶誕節(花漾耶誕)暨社區福利宣導,110/12/15,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36點規定,呂林小鳳,桃園市議會,議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111001061,111/01/20,桃園市政府社會局,興仁社區健康齊步走暨社會福利宣導活動,110/12/22,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36點規定,呂林小鳳,桃園市議會,議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111002980,111/03/29,桃園市八德區公所,幸福健走活動,111/03/12,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府補助辦理體育活動要點,呂林小鳳,桃園市八德區公所,議員,桃園市幸福運動協會,82278088,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111003451,111/04/14,桃園市政府經濟發展局,八德購物FUN優惠(111年度桃園市振興商圈商機補助計畫),111/04/13,公職人員之關係人,"600,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市振興商圈商機補助要點第2點,呂林小鳳,桃園市議會,市議員,桃園市八德觀光商圈促進會,50726197,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111003461,111/04/14,桃園市政府社會局,身障桌球競賽暨身心障礙福利宣導,111/04/12,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,陳威翔,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111003470,111/04/14,桃園市政府社會局,社會福利暨關懷弱勢團體,111/04/12,公職人員之關係人,"70,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區舞蹈協會,83319880,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
