id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109007009,109/10/20,屏東縣南州鄉公所,南州鄉稻米產銷第1班109年度大型農機及農作物保險講習計畫,109/09/16,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007014,109/10/20,屏東縣南州鄉公所,南州鄉果樹產銷第32班109年度蓮霧套推展研習會計畫,109/07/20,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007023,109/10/20,屏東縣南州鄉公所,109年度南州鄉果樹產銷第32班果品分級包裝研習會計畫,109/07/21,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007041,109/10/20,屏東縣南州鄉公所,南州鄉稻米產銷第1班109年度農業產銷觀摩研習,109/07/27,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007051,109/10/20,屏東縣南州鄉公所,109年度南州地區農會南州鄉萬華家政班慶祝母親節南瓜粿製作研習活動計畫,109/05/07,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007081,109/10/20,屏東縣南州鄉公所,109年度果樹2班蓮霧套袋推展研習會計畫,109/02/06,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007090,109/10/20,屏東縣南州鄉公所,購買抗菌洗手乳費用,109/03/18,公職人員之關係人,"1,010",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,中央機關未達公告金額採購招標辦法第5條,黃盈裕,屏東縣南州鄉公所,鄉長,屏東縣南州地區農會生鮮超市,95994844,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007104,109/10/20,屏東縣南州鄉公所,購買衛生紙費用,109/03/20,公職人員之關係人,"6,800",第1款：依政府採購法以公告程序或同法第一百零五條辦理之採購。,中央機關未達公告金額採購招標辦法第5條,黃盈裕,屏東縣南州鄉公所,鄉長,屏東縣南州地區農會生鮮超市,95994844,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007421,109/10/21,屏東縣南州鄉公所,萬華家政班觀摩參訪活動,109/10/21,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109007970,109/11/11,屏東縣南州鄉公所,南州地區農會109年度家政班標竿學習活動,109/11/11,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109008009,109/11/14,屏東縣南州鄉公所,109年度南州鄉果樹產銷第32班農業產銷班縣外觀摩研習計畫,109/11/13,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03109008801,109/12/21,屏東縣南州鄉公所,祝壽奉主祀朱府千歲聖誕千秋慶典活動,109/12/16,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,溪洲代天府,,黃瑞吉,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；父親；黃瑞吉 擔任 相類似職務：主任委員"
AA03109008920,109/12/21,屏東縣南州鄉公所,2020南州雙瓜節農業推廣志工社區回饋活動,109/12/21,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姐姐；黃俐甄 擔任 相類似職務：總幹事"
AA03109008930,109/12/21,屏東縣南州鄉公所,2020南州雙瓜節在地農產品DIY活動,109/12/21,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姐姐；黃俐甄 擔任 相類似職務：總幹事"
AA03110001631,110/03/08,屏東縣南州鄉公所,110年度南州鄉果樹產銷班第2班蓮霧套袋推展研習會計畫,110/02/09,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,,,,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
AA03110001660,110/03/09,屏東縣南州鄉公所,2021辛丑牛年宜安奉太歲為牛龍馬羊狗點燈祈福「牛轉錢坤」活動,110/02/11,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,溪洲代天府,,黃瑞吉,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；父親；黃瑞吉 擔任 相類似職務：主任委員"
AA03110001750,110/03/11,屏東縣南州鄉公所,110年度南州鄉果樹產銷第32班農業產銷班縣外觀摩研習計畫,110/02/14,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣南州鄉公所對民間團體補助經費作業要點,黃盈裕,屏東縣南州鄉公所,鄉長,南州地區農會,91604107,黃俐甄,"關係人屬：營利事業，係由 ： 公職人員二親等以內親屬；姊姊；黃俐甄 擔任 相類似職務：總幹事"
