id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109002531,109/03/31,花蓮縣吉安鄉公所,109年仁里社區鹹豬肉研習,109/03/30,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第6項及第4條第4項第4款,彭建華,花蓮縣吉安鄉民代表會,鄉民代表,花蓮縣吉安鄉仁里社區發展協會,17124379,陳麗香,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03109003113,109/04/21,花蓮縣吉安鄉公所,109年仁里社區天然手工皂研習活動,109/04/16,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第1項。,彭建華,花蓮縣吉安鄉民代表會,鄉民代表,花蓮縣吉安鄉仁里社區發展協會,17124379,李麗香,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109003321,109/05/12,花蓮縣吉安鄉公所,幸福五月~感恩有您-母親節手繪蛋糕製作計畫,109/05/06,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第6項,黃松生,花蓮縣吉安鄉民代表會,鄉民代表,花蓮縣吉安鄉稻香社區發展協會,17124434,黃松生,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109003480,109/05/21,花蓮縣吉安鄉公所,109年愛心捐血活動,109/02/07,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第2項,邱美雲,花蓮縣吉安鄉民代表會,代表會主席,花蓮縣柔道運動暨有段協會,72766741,林冠宇,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；子；林冠宇 擔任：負責人"
AA03109003501,109/05/21,花蓮縣吉安鄉公所,109年吉安鄉婦女會健康防疫研習活動,109/03/20,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條。,邱美雲,花蓮縣吉安鄉民代表會,代表會主席,吉安鄉婦女會,99411379,邱美雲,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03109003611,109/05/28,花蓮縣吉安鄉公所,109「吉安妹力．安心健康」社區婦女健康講習暨傳統鹹豬肉製作系列活動,109/05/28,公職人員之關係人,"300,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條及第4條第4項第5款,邱美雲,花蓮縣吉安鄉民代表會,代表會主席,吉安鄉婦女會,99411379,邱美雲,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109003820,109/06/09,花蓮縣吉安鄉公所,端午節包粽送暖研習,109/06/05,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第6項及第4條第4項第4款,黃松生,花蓮縣吉安鄉民代表會,鄉民代表,花蓮縣吉安鄉稻香社區發展協會,17124434,黃松生,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004151,109/06/20,花蓮縣吉安鄉公所,拼布研習,109/06/18,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第1項及第4條第4項第4款,黃松生,花蓮縣吉安鄉民代表會,鄉民代表,花蓮縣吉安鄉稻香社區發展協會,17124434,黃松生,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004690,109/07/15,花蓮縣吉安鄉公所,鹹豬肉醃製研習,109/07/13,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條第6項及第4條第4項第4款,黃松生,花蓮縣吉安鄉民代表會,鄉民代表,花蓮縣吉安鄉稻香社區發展協會,17124434,黃松生,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任：負責人"
AA03109004830,109/07/21,花蓮縣吉安鄉公所,守護學童、健康天然植物精油防蚊寶活動,109/07/16,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣吉安鄉推展社會福利服務、社區發展及客家事務補助經費作業原則第3條及第4條第4項第4款,邱美雲,花蓮縣吉安鄉民代表會,代表會主席,花蓮縣柔道運動暨有段協會,72766741,林冠宇,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；子；林冠宇"
