id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109001190,109/02/12,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會辦理長壽俱樂部第一季衛生教育宣導活動(1090301辦理),109/02/10,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109004032,109/06/16,新竹縣芎林鄉公所,新竹縣芎林鄉地方建設發展協會第四屆第一次會員大會暨環保宣導講座,109/06/15,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉地方建設發展協會,10674291,鄭昱芸,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03109005190,109/08/03,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會辦理會員大會暨健康保健宣導活動,109/07/23,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109005770,109/08/26,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會辦理長壽俱樂部第三季衛生教育宣導活動,109/08/20,公職人員之關係人,"18,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109006190,109/09/17,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會「宜蘭花蓮拉索埃探索之旅暨反詐騙宣導活動」,109/09/15,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109007311,109/10/19,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會成長教室環境綠化研習觀摩暨防毒宣導活動,109/10/15,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109007830,109/11/06,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會辦理日語班歲末文康暨衛生教育宣導活動,109/11/04,公職人員之關係人,"13,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109007850,109/11/06,新竹縣芎林鄉公所,新竹縣芎林鄉青溪協會辦理全民國防教育宣導暨參訪交流活動,109/11/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,劉代洋,新竹縣芎林鄉民代表會,代表,新竹縣芎林鄉青溪協會,41497686,劉代洋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03109008390,109/12/02,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會辦理整潔社區環境暨防火宣導活動,109/12/01,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
AA03109008401,109/12/02,新竹縣芎林鄉公所,新竹縣芎林鄉下山社區發展協會辦理長壽俱樂部第四季衛生教育宣導活動,109/11/23,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,鄭昱芸,新竹縣議會,議員,新竹縣芎林鄉下山社區發展協會,02810701,何信橋,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：總幹事"
