id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109000640,109/01/30,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會辦理長壽俱樂部班員大會暨飲食養生宣導活動(1090201辦理),109/01/30,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,"新竹縣芎林鄉公所補助社會運動經費申請作業要點 第2、3、4條",黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109001670,109/02/25,新竹縣芎林鄉公所,交通事故應變及調解講座暨會員大會(1090822辦理),109/07/20,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉婦聯會,09819679,馮筱芸,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；馮筱芸 擔任：負責人"
AA03109004810,109/07/20,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會會員大會暨登革熱預防宣導活動,109/07/03,公職人員之關係人,"15,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,"新竹縣芎林鄉公所補助社會運動經費申請作業要點 第2、3、4條",黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109005151,109/08/03,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會辦理班員大會暨防疫宣導活動,109/07/28,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109005180,109/08/03,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會辦理定期會議暨居家安全節能省電宣導活動,109/07/23,公職人員之關係人,"15,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109006231,109/09/17,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會「環境清潔暨中秋親子聯歡晚會活動」,109/09/07,公職人員之關係人,"18,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109007290,109/10/19,新竹縣芎林鄉公所,新竹縣芎林鄉婦聯會召開109年度第二次理監事會議暨冬令養生健康講座,109/10/15,公職人員之關係人,"10,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉婦聯會,09819679,馮筱芸,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；馮筱芸 擔任：負責人"
AA03109007840,109/11/06,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會辦理客家收冬戲祭文化傳承宣導活動,109/11/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109008370,109/12/02,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會辦理定期暨綠能保護宣導活動,109/11/24,公職人員之關係人,"18,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
AA03109008380,109/12/02,新竹縣芎林鄉公所,新竹縣芎林鄉華龍社區發展協會辦理自然生態之旅暨綠色能源宣導活動,109/11/25,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,新竹縣芎林鄉公所補助社會運動經費申請作業要點第2、3、4點,黃正彪,新竹縣芎林鄉公所,鄉長,新竹縣芎林鄉華龍社區發展協會,02814474,詹榮妹,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；岳母；詹榮妹 擔任：負責人"
