id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03110001000,110/01/29,嘉義市政府,嘉義市109年度幼(女)童軍訓練暨技能考驗活動、2020世界懷念日-編織有生命力的絲線,109/07/17,公職人員之關係人,"220,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府民間團體補助經費作業要點第3條,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03110001015,110/01/29,嘉義市政府,推動109年度社會教育,109/08/21,公職人員之關係人,"300,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府補助人民團體經費作業要點第三條,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：營利事業，係由 ： 公職人員本人 擔任：負責人"
AA03110001032,110/01/29,嘉義市政府,童心協力守護環境、永續環境教育與海洋創新經濟學習,109/10/14,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府民間團體補助經費作業要點第3條,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03110001042,110/01/29,嘉義市政府,109年度社會教育-童軍教育年度活動經費,109/11/16,公職人員之關係人,"500,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府民間團體補助經費作業要點第3條,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03110006621,110/11/01,嘉義市政府,110年度社會教育-童軍教育年度活動及行政經費,110/01/01,公職人員之關係人,"300,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府補助人民團體經費作業要點第三點,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110006631,110/11/01,嘉義市政府,2021女童軍節慶祝大會暨外傘頂洲淨灘體驗營,110/01/01,公職人員之關係人,"164,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府補助人民團體經費作業要點第三點,黃敏惠,嘉義市政府,市長,嘉義市女童軍會,20259441,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110006640,110/11/01,嘉義市政府,嘉義市110年度幼(女)童軍訓練暨技能考驗活動,110/01/01,公職人員之關係人,"180,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府補助人民團體經費作業要點第三點,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007570,110/12/21,嘉義市政府,110年度海童軍訓練計畫,110/11/30,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府對民間團體補(捐)助經費作業要點第3點,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111002780,111/03/23,嘉義市政府,111年童軍節大會暨女童軍世界懷念日活動,111/03/11,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府對民間團體補(捐)助經費作業要點第3點,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111005840,111/08/18,嘉義市政府,111年度童軍教育活動及行政經費,111/07/01,公職人員之關係人,"300,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府對民間團體補(捐)助經費作業要點第3點,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111005850,111/08/18,嘉義市政府,111年度社會童軍教育活動經費,111/06/30,公職人員之關係人,"176,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府對民間團體補(捐)助經費作業要點第3點,黃敏惠,嘉義市政府,市長,嘉義市童軍會,87672412,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111005860,111/08/18,嘉義市政府,111年度社會童軍教育活動經費,111/06/30,公職人員之關係人,"152,200",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義市政府對民間團體補(捐)助經費作業要點第3點,黃敏惠,嘉義市政府,市長,嘉義市女童軍會,20259441,黃敏惠,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
