id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109002870,109/04/14,花蓮縣新城鄉公所,109年花蓮縣新城鄉社區志工武陵農場教育學習活動計畫,109/03/18,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第六點,鄧可平,花蓮縣新城鄉民代表會,代表,花蓮縣新城鄉康樂社區發展協會,26173821,鄧可平,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109006480,109/10/07,花蓮縣新城鄉公所,109年度縣外參訪活動,109/09/22,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第六點,傅緯豪,花蓮縣新城鄉民代表會,鄉民代表,花蓮縣義勇警察大隊新城中隊,42086866,傅緯豪,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：中隊長"
AA03109007540,109/10/27,花蓮縣新城鄉公所,109年度民俗藝文暨反詐騙宣導活動,109/10/26,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間體補(捐)助經費補助作業規定第六點,傅緯豪,花蓮縣新城鄉民代表會,代表,花蓮縣義勇警察大隊新城中隊,42086866,傅緯豪,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：中隊長"
AA03109007690,109/11/02,花蓮縣新城鄉公所,109年真武大帝文化交流研習活動,109/10/29,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第六點,林志盛,花蓮縣新城鄉民代表會,代表,武安宮,26716748,林志盛,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
AA03109008311,109/12/01,花蓮縣新城鄉公所,109年度花蓮縣義勇警察大隊新城中隊-109年度下半年常年訓練暨法律知識講座活動,109/11/13,公職人員之關係人,"24,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第六點,傅緯豪,花蓮縣新城鄉民代表會,鄉民代表,花蓮縣義勇警察大隊新城中隊,42086866,傅緯豪,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：中隊長"
AA03110002290,110/03/30,花蓮縣新城鄉公所,110年真武大帝文化交流研習活動,110/03/25,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校，民間團體補(捐)助經費補助作業規定第六點,林志盛,花蓮縣新城鄉民代表會,鄉民代表,武安宮,26716748,林志盛,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
AA03110004280,110/05/18,花蓮縣新城鄉公所,110年花蓮縣新城鄉康樂社區志工地方特色文創學習計畫,110/05/02,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第3款第6點,鄧可平,花蓮縣新城鄉民代表會,鄉民代表,花蓮縣新城鄉康樂社區發展協會,26173821,鄧可平,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110005122,110/08/17,花蓮縣新城鄉公所,110年花蓮縣新城鄉康樂社區產業教育學習活動計畫,110/08/07,公職人員之關係人,"15,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第6點。,鄧可平,花蓮縣新城鄉民代表會,鄉民代表,花蓮縣新城鄉康樂社區發展協會,26173821,鄧可平,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03110007631,110/12/09,花蓮縣新城鄉公所,110年葉拓方巾手工藝研習活動,110/12/18,公職人員之關係人,"30,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第3點,傅緯豪,花蓮縣新城鄉民代表會,鄉民代表,花蓮縣新城鄉大漢長青會,31770720,傅朝明,"關係人屬：非法人團體，係由 ： 公職人員二親等以內親屬；父；傅朝明 擔任 相類似職務：理事長"
AA03111001840,111/02/21,花蓮縣新城鄉公所,新城鄉武安宮真武大帝文化交流研習活動,111/03/22,公職人員之關係人,"70,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第六點,林志盛,花蓮縣新城鄉民代表會,鄉民代表,武安宮,26716748,林志盛,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
AA03111002601,111/03/18,花蓮縣新城鄉公所,111年度上半年常年訓練暨法律知識講座,111/04/14,公職人員之關係人,"85,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第3點,傅緯豪,花蓮縣新城鄉民代表會,鄉民代表,花蓮縣義勇警察大隊新城中隊,42086866,傅緯豪,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：中隊長"
AA03111003051,111/04/01,花蓮縣新城鄉公所,111年真武大帝文化交流研習活動,111/03/31,公職人員之關係人,"70,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,花蓮縣新城鄉公所辦理學校、民間團體補(捐)助經費補助作業規定第6點第3款,林志盛,花蓮縣新城鄉民代表會,鄉民代表,武安宮,26716748,林志盛,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
