id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03109001370,109/02/17,屏東縣潮州鎮公所,辦理109年全國小學籃球對抗賽,109/02/04,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助作業要點,鄭明玉,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
AA03109001441,109/02/18,屏東縣潮州鎮公所,會員聯誼暨家庭生活講座活動,109/02/18,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,王淑貞,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮婦女會,17660770,王淑貞,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109002023,109/03/09,屏東縣潮州鎮公所,照明設備更新,109/03/09,公職人員之關係人,"90,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,黃憲正,屏東縣潮州鎮民代表會,代表,潮州鎮城隍廟,13277269,黃憲正,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：主任委員"
AA03109002071,109/03/10,屏東縣潮州鎮公所,購買團體制服,109/03/05,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,鄭明玉,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
AA03109003351,109/05/13,屏東縣潮州鎮公所,補助潮州鎮體育會維修網球場購買紅土,109/05/13,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,鄭明玉,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
AA03109003370,109/05/14,屏東縣潮州鎮公所,補助潮州鎮體育會辦理全民盃網球賽,109/05/14,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,鄭明玉,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
AA03109003431,109/05/20,屏東縣潮州鎮公所,補助潮州鎮體育會購買網球,109/04/30,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,鄭明玉,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
AA03109003441,109/05/20,屏東縣潮州鎮公所,補助潮州鎮體育會辦理棚集山登山健行活動,109/05/20,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,鄭明玉,屏東縣潮州鎮民代表會,代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
AA03109005290,109/08/10,屏東縣潮州鎮公所,太保市麻寮社區一日參訪活動,109/08/06,公職人員之關係人,"40,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,廖進源,屏東縣潮州鎮民代表會,代表,長樂老人會,13678551,廖進源,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03109005441,109/08/13,屏東縣潮州鎮公所,補助潮州鎮體育會辦理健行活動,109/08/13,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,屏東縣潮州鎮公所對民間團體補助經費作業要點,鄭明玉,屏東縣潮州鎮民代表會,鎮民代表,屏東縣潮州鎮體育會,36651202,黃啟文,"關係人屬：非營利法人，係由 ： 公職人員之配偶或共同生活之家屬；黃啟文 擔任 相類似職務：理事長"
