id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03111001611,111/02/11,嘉義縣政府社會局,111年上半年長青學苑研習計畫,111/02/07,公職人員之關係人,"108,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣設置長青學苑實施要點,林淑完,嘉義縣議會,議員,嘉義縣民雄鄉長青會,21660816,周漳炎,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；周漳炎 擔任 相類似職務：理事長"
AA03111002990,111/04/03,嘉義縣政府社會局,111年度建立社區照顧關懷據點,111/03/16,公職人員之關係人,"200,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,利衝法第3條第1項第1款,林淑完,嘉義縣議會,議員,嘉義縣民雄鄉西安社區發展協會,40911790,周漳炎,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；周漳炎"
AA03111003231,111/04/11,嘉義縣政府社會局,111年度建立社區照顧關懷據點並設置巷弄長照站,111/04/07,公職人員本人,"1,339,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,利衝法第3條第1項,陳文忠,嘉義縣議會,議員,,,,
AA03111003241,111/04/11,嘉義縣政府社會局,111年度建立社區照顧關懷據點並設置巷弄長照站,111/04/07,公職人員之關係人,"1,339,500",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,利衝法第3條第1項,陳文忠,嘉義縣議會,議員,社團法人嘉義縣扶緣服務協會,21664411,陳炳村,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03111004231,111/05/20,嘉義縣政府社會局,補助團體擴充設施設備,111/05/20,公職人員之關係人,"143,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,利衝法第3條第1項,陳文忠,嘉義縣議會,議員,社團法人嘉義縣扶緣服務協會,21664411,陳炳村,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03111005132,111/07/08,嘉義縣政府社會局,愛故鄉愛勢大樂活人生嘉年華會,111/06/24,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣政府堆動福利服務補捐助民間團體及個人經費作業要點,陳文忠,嘉義縣議會,議員,社團法人嘉義縣扶緣服務協會,21664411,陳炳村,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：理事"
AA03111005281,111/07/19,嘉義縣政府社會局,111年下半年長青學苑研習計畫,111/07/14,公職人員之關係人,"108,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣設置長青學苑實施要點,林淑完,嘉義縣議會,縣議員,民雄鄉長青會,21660816,周漳炎,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；周漳炎 擔任 相類似職務：理事長"
AA03111005641,111/08/08,嘉義縣政府社會局,嘉義縣第十六屆扶緣盃長青槌球邀請賽,111/06/07,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣政府堆動福利服務補捐助民間團體及個人經費作業要點,陳文忠,嘉義縣議會,議員,社團法人嘉義縣扶緣服務協會,21664411,陳炳村,"關係人屬：非營利法人，係由 ： 公職人員本人 擔任 相類似職務：副理事長"
AA03111006321,111/09/07,嘉義縣政府社會局,111年度慶祝重陽節表揚金婚、鑽石婚暨高齡者慶生活動,111/09/07,公職人員本人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣政府堆動福利服務補捐助民間團體及個人經費作業要點,林淑完,嘉義縣議會,議員,,,,
AA03111006341,111/09/07,嘉義縣政府社會局,喬遷會館充實設施設備計畫,111/08/30,公職人員之關係人,"200,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣政府堆動福利服務補捐助民間團體及個人經費作業要點,林淑完,嘉義縣政府社會局,議員,嘉義縣民雄鄉長青會,21660816,周漳炎,"關係人屬：非法人團體，係由 ：  擔任 相類似職務：理事長"
AA03111006351,111/09/07,嘉義縣政府社會局,111年度慶祝重陽節表揚金婚、鑽石婚暨高齡者慶生活動,111/09/07,公職人員之關係人,"100,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,嘉義縣政府堆動福利服務補捐助民間團體及個人經費作業要點,林淑完,嘉義縣議會,議員,嘉義縣民雄鄉長青會,21660816,周漳炎,"關係人屬：非法人團體，係由 ： 公職人員之配偶或共同生活之家屬；周漳炎 擔任 相類似職務：理事長"
